person1,person2,meeting_times,meeting_information
Felix Balas,Gustav Cazar,35,"['(""Albert\'s Fine Clothing"", ""2014-01-09 19:47:28"", ""2014-01-09 20:16:01"", ""00:28:33"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:37:28"", ""2014-01-12 20:12:01"", ""01:34:33"")', '(""Albert\'s Fine Clothing"", ""2014-01-14 19:20:53"", ""2014-01-14 19:35:01"", ""00:14:08"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:48:28"", ""2014-01-17 20:27:01"", ""00:38:33"")', '(""Albert\'s Fine Clothing"", ""2014-01-19 18:23:28"", ""2014-01-19 19:47:01"", ""01:23:33"")', '(""White Building"", ""2014-01-06 17:47:11"", ""2014-01-06 19:14:01"", ""01:26:50"")', '(""White Building"", ""2014-01-07 17:55:11"", ""2014-01-08 07:03:01"", ""13:07:50"")', '(""White Building"", ""2014-01-08 17:48:11"", ""2014-01-08 18:56:01"", ""01:07:50"")', '(""White Building"", ""2014-01-08 20:56:01"", ""2014-01-09 07:42:01"", ""10:46:00"")', '(""White Building"", ""2014-01-09 17:54:11"", ""2014-01-09 18:19:01"", ""00:24:50"")', '(""White Building"", ""2014-01-09 21:46:25"", ""2014-01-10 06:21:01"", ""08:34:36"")', '(""White Building"", ""2014-01-10 06:21:01"", ""2014-01-10 07:25:01"", ""01:04:00"")', '(""White Building"", ""2014-01-10 19:12:00"", ""2014-01-10 23:55:01"", ""04:43:01"")', '(""White Building"", ""2014-01-10 23:57:01"", ""2014-01-11 00:29:01"", ""00:32:00"")', '(""White Building"", ""2014-01-11 00:29:45"", ""2014-01-11 18:08:01"", ""17:38:16"")', '(""White Building"", ""2014-01-11 20:07:01"", ""2014-01-12 18:32:01"", ""22:25:00"")', '(""White Building"", ""2014-01-13 18:07:11"", ""2014-01-14 07:39:01"", ""13:31:50"")', '(""White Building"", ""2014-01-14 17:40:11"", ""2014-01-14 18:11:01"", ""00:30:50"")', '(""White Building"", ""2014-01-14 21:00:52"", ""2014-01-14 21:09:01"", ""00:08:09"")', '(""White Building"", ""2014-01-14 21:09:01"", ""2014-01-15 07:21:01"", ""10:12:00"")', '(""White Building"", ""2014-01-15 18:06:11"", ""2014-01-15 18:49:01"", ""00:42:50"")', '(""White Building"", ""2014-01-15 20:20:01"", ""2014-01-15 20:31:01"", ""00:11:00"")', '(""White Building"", ""2014-01-15 20:33:13"", ""2014-01-16 07:24:01"", ""10:50:48"")', '(""White Building"", ""2014-01-16 17:40:11"", ""2014-01-16 18:37:01"", ""00:56:50"")', '(""White Building"", ""2014-01-16 20:55:07"", ""2014-01-17 07:01:01"", ""10:05:54"")', '(""White Building"", ""2014-01-17 18:08:11"", ""2014-01-17 18:50:01"", ""00:41:50"")', '(""White Building"", ""2014-01-17 22:01:26"", ""2014-01-17 22:41:01"", ""00:39:35"")', '(""White Building"", ""2014-01-17 22:41:01"", ""2014-01-18 12:50:00"", ""14:08:59"")', '(""White Building"", ""2014-01-18 20:36:11"", ""2014-01-18 23:57:01"", ""03:20:50"")', '(""White Building"", ""2014-01-18 23:57:01"", ""2014-01-19 18:20:01"", ""18:23:00"")', '(""Bean There Done That"", ""2014-01-10 07:43:48"", ""2014-01-10 07:59:01"", ""00:15:13"")', '(""Bean There Done That"", ""2014-01-10 07:59:58"", ""2014-01-10 08:04:01"", ""00:04:03"")', '(""Bean There Done That"", ""2014-01-14 07:59:57"", ""2014-01-14 08:03:01"", ""00:03:04"")', '(""Bean There Done That"", ""2014-01-15 07:39:58"", ""2014-01-15 08:05:01"", ""00:25:03"")', '(""Bean There Done That"", ""2014-01-17 07:38:39"", ""2014-01-17 07:48:01"", ""00:09:22"")']"
Felix Balas,Orhan Strum,9,"['(""Albert\'s Fine Clothing"", ""2014-01-09 19:47:28"", ""2014-01-09 21:22:01"", ""01:34:33"")', '(""Albert\'s Fine Clothing"", ""2014-01-11 18:11:01"", ""2014-01-11 19:31:01"", ""01:20:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:37:28"", ""2014-01-12 19:54:01"", ""01:16:33"")', '(""Albert\'s Fine Clothing"", ""2014-01-15 19:39:02"", ""2014-01-15 20:17:01"", ""00:37:59"")', '(""Albert\'s Fine Clothing"", ""2014-01-19 18:34:41"", ""2014-01-19 19:47:01"", ""01:12:20"")', '(""General Grocer"", ""2014-01-17 12:21:16"", ""2014-01-17 13:21:01"", ""00:59:45"")', '(""Roberts and Sons"", ""2014-01-15 12:10:26"", ""2014-01-15 13:09:01"", ""00:58:35"")', '(""Brew\'ve Been Served"", ""2014-01-07 12:14:42"", ""2014-01-07 13:18:01"", ""01:03:19"")', '(""Brew\'ve Been Served"", ""2014-01-10 12:26:42"", ""2014-01-10 13:13:01"", ""00:46:19"")']"
Felix Balas,Varja Lagos,1,"['(""Albert\'s Fine Clothing"", ""2014-01-14 19:20:53"", ""2014-01-14 20:08:01"", ""00:47:08"")']"
Felix Balas,Inga Ferro,3,"['(""Albert\'s Fine Clothing"", ""2014-01-16 18:45:26"", ""2014-01-16 20:18:01"", ""01:32:35"")', '(""General Grocer"", ""2014-01-17 12:21:16"", ""2014-01-17 13:37:01"", ""01:15:45"")', '(""Roberts and Sons"", ""2014-01-13 12:42:02"", ""2014-01-13 13:43:01"", ""01:00:59"")']"
Gustav Cazar,Ingrid Barranco,4,"['(""Albert\'s Fine Clothing"", ""2014-01-06 19:57:13"", ""2014-01-06 20:52:01"", ""00:54:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 20:46:01"", ""02:02:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:12:13"", ""2014-01-17 20:27:01"", ""01:14:48"")', '(""Roberts and Sons"", ""2014-01-07 12:26:26"", ""2014-01-07 13:39:01"", ""01:12:35"")']"
Ada Campo-Corrente,Ingrid Barranco,57,"['(""Albert\'s Fine Clothing"", ""2014-01-06 19:57:13"", ""2014-01-06 20:52:01"", ""00:54:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-07 19:55:01"", ""2014-01-07 21:25:01"", ""01:30:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-08 19:45:01"", ""2014-01-08 20:56:01"", ""01:11:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 19:50:01"", ""2014-01-10 20:11:01"", ""00:21:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-11 18:28:13"", ""2014-01-11 19:27:01"", ""00:58:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 19:53:01"", ""01:09:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-13 19:32:45"", ""2014-01-13 20:36:01"", ""01:03:16"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 19:43:13"", ""2014-01-16 21:04:01"", ""01:20:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:44:45"", ""2014-01-17 20:34:01"", ""00:49:16"")', '(""Ouzeri Elian"", ""2014-01-09 12:30:05"", ""2014-01-09 13:03:01"", ""00:32:56"")', '(""Coffee Shack"", ""2014-01-06 06:57:58"", ""2014-01-06 07:01:01"", ""00:03:03"")', '(""Coffee Shack"", ""2014-01-06 07:01:01"", ""2014-01-06 07:15:01"", ""00:14:00"")', '(""Coffee Shack"", ""2014-01-08 06:46:59"", ""2014-01-08 06:51:01"", ""00:04:02"")', '(""Coffee Shack"", ""2014-01-08 06:51:01"", ""2014-01-08 07:06:01"", ""00:15:00"")', '(""Coffee Shack"", ""2014-01-09 07:07:44"", ""2014-01-09 07:15:01"", ""00:07:17"")', '(""Coffee Shack"", ""2014-01-10 06:48:24"", ""2014-01-10 07:01:01"", ""00:12:37"")', '(""Coffee Shack"", ""2014-01-10 07:01:01"", ""2014-01-10 07:24:01"", ""00:23:00"")', '(""Coffee Shack"", ""2014-01-13 06:52:01"", ""2014-01-13 07:12:01"", ""00:20:00"")', '(""Coffee Shack"", ""2014-01-15 06:53:25"", ""2014-01-15 07:10:01"", ""00:16:36"")', '(""Coffee Shack"", ""2014-01-16 07:11:44"", ""2014-01-16 07:12:01"", ""00:00:17"")', '(""Coffee Shack"", ""2014-01-17 07:22:13"", ""2014-01-17 07:31:01"", ""00:08:48"")', '(""Spetson Park"", ""2014-01-06 18:28:01"", ""2014-01-06 19:49:01"", ""01:21:00"")', '(""Spetson Park"", ""2014-01-06 21:58:44"", ""2014-01-06 22:11:01"", ""00:12:17"")', '(""Spetson Park"", ""2014-01-06 22:11:01"", ""2014-01-07 06:42:01"", ""08:31:00"")', '(""Spetson Park"", ""2014-01-07 18:29:22"", ""2014-01-07 19:30:01"", ""01:00:39"")', '(""Spetson Park"", ""2014-01-07 21:57:44"", ""2014-01-08 06:22:01"", ""08:24:17"")', '(""Spetson Park"", ""2014-01-08 18:29:01"", ""2014-01-08 19:14:01"", ""00:45:00"")', '(""Spetson Park"", ""2014-01-08 21:05:13"", ""2014-01-09 06:56:01"", ""09:50:48"")', '(""Spetson Park"", ""2014-01-09 18:09:59"", ""2014-01-09 19:43:01"", ""01:33:02"")', '(""Spetson Park"", ""2014-01-09 21:46:24"", ""2014-01-10 06:40:01"", ""08:53:37"")', '(""Spetson Park"", ""2014-01-10 18:20:59"", ""2014-01-10 19:41:01"", ""01:20:02"")', '(""Spetson Park"", ""2014-01-10 20:55:44"", ""2014-01-10 21:20:01"", ""00:24:17"")', '(""Spetson Park"", ""2014-01-10 21:20:01"", ""2014-01-11 12:58:01"", ""15:38:00"")', '(""Spetson Park"", ""2014-01-11 16:20:43"", ""2014-01-11 18:20:01"", ""01:59:18"")', '(""Spetson Park"", ""2014-01-11 19:54:45"", ""2014-01-12 12:39:01"", ""16:44:16"")', '(""Spetson Park"", ""2014-01-12 16:16:39"", ""2014-01-12 17:59:01"", ""01:42:22"")', '(""Spetson Park"", ""2014-01-12 20:49:12"", ""2014-01-12 20:53:01"", ""00:03:49"")', '(""Spetson Park"", ""2014-01-12 20:53:01"", ""2014-01-13 06:32:01"", ""09:39:00"")', '(""Spetson Park"", ""2014-01-13 18:11:22"", ""2014-01-13 19:28:01"", ""01:16:39"")', '(""Spetson Park"", ""2014-01-13 21:20:44"", ""2014-01-13 21:25:01"", ""00:04:17"")', '(""Spetson Park"", ""2014-01-13 21:25:01"", ""2014-01-14 07:00:01"", ""09:35:00"")', '(""Spetson Park"", ""2014-01-14 18:23:01"", ""2014-01-14 19:32:01"", ""01:09:00"")', '(""Spetson Park"", ""2014-01-14 20:54:44"", ""2014-01-14 20:58:01"", ""00:03:17"")', '(""Spetson Park"", ""2014-01-14 20:58:01"", ""2014-01-15 06:41:01"", ""09:43:00"")', '(""Spetson Park"", ""2014-01-15 18:28:57"", ""2014-01-15 18:34:01"", ""00:05:04"")', '(""Spetson Park"", ""2014-01-15 18:34:01"", ""2014-01-15 19:17:01"", ""00:43:00"")', '(""Spetson Park"", ""2014-01-15 20:23:12"", ""2014-01-15 20:30:01"", ""00:06:49"")', '(""Spetson Park"", ""2014-01-15 20:30:01"", ""2014-01-16 06:30:01"", ""10:00:00"")', '(""Spetson Park"", ""2014-01-16 18:28:22"", ""2014-01-16 19:32:01"", ""01:03:39"")', '(""Spetson Park"", ""2014-01-16 21:19:01"", ""2014-01-17 07:03:01"", ""09:44:00"")', '(""Spetson Park"", ""2014-01-17 18:18:59"", ""2014-01-17 19:09:01"", ""00:50:02"")', '(""Spetson Park"", ""2014-01-17 20:58:13"", ""2014-01-18 12:23:01"", ""15:24:48"")', '(""Spetson Park"", ""2014-01-18 15:56:59"", ""2014-01-18 18:20:01"", ""02:23:02"")', '(""Spetson Park"", ""2014-01-18 19:57:01"", ""2014-01-19 12:31:01"", ""16:34:00"")', '(""Desafio Golf Course"", ""2014-01-12 13:13:34"", ""2014-01-12 13:26:35"", ""00:13:01"")', '(""Desafio Golf Course"", ""2014-01-12 13:26:35"", ""2014-01-12 16:05:01"", ""02:38:26"")', '(""Desafio Golf Course"", ""2014-01-19 12:39:39"", ""2014-01-19 16:01:01"", ""03:21:22"")']"
Axel Calzas,Ingrid Barranco,11,"['(""Albert\'s Fine Clothing"", ""2014-01-06 19:57:13"", ""2014-01-06 20:29:01"", ""00:31:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-07 19:33:13"", ""2014-01-07 20:35:01"", ""01:01:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-08 19:18:01"", ""2014-01-08 20:16:01"", ""00:58:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 19:23:01"", ""00:39:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-13 19:31:35"", ""2014-01-13 20:36:01"", ""01:04:26"")', '(""Albert\'s Fine Clothing"", ""2014-01-15 19:20:13"", ""2014-01-15 20:20:01"", ""00:59:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 19:43:13"", ""2014-01-16 20:23:01"", ""00:39:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:12:13"", ""2014-01-17 19:46:01"", ""00:33:48"")', '(""Roberts and Sons"", ""2014-01-06 12:42:16"", ""2014-01-06 13:00:01"", ""00:17:45"")', '(""Roberts and Sons"", ""2014-01-06 13:00:01"", ""2014-01-06 13:29:01"", ""00:29:00"")', '(""Roberts and Sons"", ""2014-01-13 12:28:17"", ""2014-01-13 13:35:01"", ""01:06:44"")']"
Ingrid Barranco,Vira Frente,11,"['(""Albert\'s Fine Clothing"", ""2014-01-06 19:57:13"", ""2014-01-06 20:34:01"", ""00:36:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-07 19:33:13"", ""2014-01-07 20:06:01"", ""00:32:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-08 19:24:53"", ""2014-01-08 20:03:01"", ""00:38:08"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 19:44:12"", ""2014-01-10 19:48:01"", ""00:03:49"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 19:48:01"", ""2014-01-10 20:11:01"", ""00:23:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 19:36:01"", ""00:52:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-15 19:53:01"", ""2014-01-15 20:20:01"", ""00:27:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 19:43:13"", ""2014-01-16 20:46:01"", ""01:02:48"")', '(""Roberts and Sons"", ""2014-01-13 12:28:17"", ""2014-01-13 13:34:01"", ""01:05:44"")', '(""Roberts and Sons"", ""2014-01-15 12:19:26"", ""2014-01-15 13:31:01"", ""01:11:35"")', '(""Katerina\'s Café"", ""2014-01-10 12:27:23"", ""2014-01-10 13:34:01"", ""01:06:38"")']"
Ingrid Barranco,Minke Mies,6,"['(""Albert\'s Fine Clothing"", ""2014-01-06 19:57:13"", ""2014-01-06 20:52:01"", ""00:54:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-11 13:03:00"", ""2014-01-11 13:39:01"", ""00:36:01"")', '(""Albert\'s Fine Clothing"", ""2014-01-11 13:39:32"", ""2014-01-11 13:48:01"", ""00:08:29"")', '(""Roberts and Sons"", ""2014-01-06 12:42:16"", ""2014-01-06 13:00:01"", ""00:17:45"")', '(""Roberts and Sons"", ""2014-01-06 13:00:01"", ""2014-01-06 13:29:01"", ""00:29:00"")', '(""Spetson Park"", ""2014-01-14 03:31:36"", ""2014-01-14 07:00:01"", ""03:28:25"")']"
Ingrid Barranco,Orhan Strum,13,"['(""Albert\'s Fine Clothing"", ""2014-01-06 20:05:01"", ""2014-01-06 20:12:01"", ""00:07:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-06 20:12:01"", ""2014-01-06 20:52:01"", ""00:40:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-07 19:37:02"", ""2014-01-07 20:55:01"", ""01:17:59"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 19:44:12"", ""2014-01-10 19:48:01"", ""00:03:49"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 19:48:01"", ""2014-01-10 20:11:01"", ""00:23:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-11 18:28:13"", ""2014-01-11 19:27:01"", ""00:58:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 19:54:01"", ""01:10:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-13 19:36:02"", ""2014-01-13 20:36:01"", ""00:59:59"")', '(""Albert\'s Fine Clothing"", ""2014-01-15 19:39:02"", ""2014-01-15 20:20:01"", ""00:40:59"")', '(""Ouzeri Elian"", ""2014-01-08 12:34:05"", ""2014-01-08 13:29:01"", ""00:54:56"")', '(""Roberts and Sons"", ""2014-01-15 12:19:17"", ""2014-01-15 13:09:01"", ""00:49:44"")', '(""Desafio Golf Course"", ""2014-01-19 12:36:05"", ""2014-01-19 12:51:01"", ""00:14:56"")', '(""Desafio Golf Course"", ""2014-01-19 12:51:01"", ""2014-01-19 16:01:01"", ""03:10:00"")']"
Elsa Orilla,Ingrid Barranco,7,"['(""Albert\'s Fine Clothing"", ""2014-01-07 19:33:13"", ""2014-01-07 21:07:01"", ""01:33:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-08 19:18:01"", ""2014-01-08 19:33:01"", ""00:15:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 18:43:13"", ""2014-01-12 20:19:01"", ""01:35:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:27:42"", ""2014-01-17 20:06:01"", ""00:38:19"")', '(""Coffee Shack"", ""2014-01-06 07:04:49"", ""2014-01-06 07:15:01"", ""00:10:12"")', '(""Coffee Shack"", ""2014-01-10 07:18:49"", ""2014-01-10 07:31:01"", ""00:12:12"")', '(""Coffee Shack"", ""2014-01-17 07:22:13"", ""2014-01-17 07:31:01"", ""00:08:48"")']"
Ingrid Barranco,Willem Vasco-Pais,9,"['(""Albert\'s Fine Clothing"", ""2014-01-07 20:23:19"", ""2014-01-07 21:23:01"", ""00:59:42"")', '(""Albert\'s Fine Clothing"", ""2014-01-08 19:48:19"", ""2014-01-08 21:02:01"", ""01:13:42"")', '(""Albert\'s Fine Clothing"", ""2014-01-10 20:08:19"", ""2014-01-10 20:11:01"", ""00:02:42"")', '(""Albert\'s Fine Clothing"", ""2014-01-13 19:42:18"", ""2014-01-13 19:51:01"", ""00:08:43"")', '(""Albert\'s Fine Clothing"", ""2014-01-13 19:51:01"", ""2014-01-13 20:36:01"", ""00:45:00"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 19:43:13"", ""2014-01-16 20:53:01"", ""01:09:48"")', '(""Albert\'s Fine Clothing"", ""2014-01-17 19:26:19"", ""2014-01-17 20:55:01"", ""01:28:42"")', '(""Desafio Golf Course"", ""2014-01-12 13:06:05"", ""2014-01-12 16:05:01"", ""02:58:56"")', '(""Desafio Golf Course"", ""2014-01-19 12:41:17"", ""2014-01-19 16:01:01"", ""03:19:44"")']"
Brand Tempestad,Ingrid Barranco,4,"['(""Albert\'s Fine Clothing"", ""2014-01-11 18:29:08"", ""2014-01-11 19:27:01"", ""00:57:53"")', '(""Roberts and Sons"", ""2014-01-07 12:25:17"", ""2014-01-07 13:39:01"", ""01:13:44"")', '(""Roberts and Sons"", ""2014-01-13 12:28:17"", ""2014-01-13 13:29:01"", ""01:00:44"")', '(""Katerina\'s Café"", ""2014-01-16 12:21:23"", ""2014-01-16 13:24:47"", ""01:03:24"")']"
Edvard Vann,Ingrid Barranco,3,"['(""Albert\'s Fine Clothing"", ""2014-01-11 18:28:13"", ""2014-01-11 19:27:01"", ""00:58:48"")', '(""Roberts and Sons"", ""2014-01-07 12:17:17"", ""2014-01-07 13:36:01"", ""01:18:44"")', '(""Roberts and Sons"", ""2014-01-18 18:31:57"", ""2014-01-18 19:37:01"", ""01:05:04"")']"
Ingrid Barranco,Linnea Bergen,1,"['(""Albert\'s Fine Clothing"", ""2014-01-14 12:21:27"", ""2014-01-14 13:20:01"", ""00:58:34"")']"
Ingrid Barranco,Lucas Alcazar,2,"['(""Albert\'s Fine Clothing"", ""2014-01-14 12:18:27"", ""2014-01-14 13:26:01"", ""01:07:34"")', '(""Roberts and Sons"", ""2014-01-15 12:31:17"", ""2014-01-15 13:26:01"", ""00:54:44"")']"
Ingrid Barranco,Loreto Bodrogi,5,"['(""Albert\'s Fine Clothing"", ""2014-01-14 12:18:27"", ""2014-01-14 13:26:01"", ""01:07:34"")', '(""Roberts and Sons"", ""2014-01-13 12:28:17"", ""2014-01-13 13:38:01"", ""01:09:44"")', '(""Brew\'ve Been Served"", ""2014-01-17 12:36:51"", ""2014-01-17 13:22:01"", ""00:45:10"")', '(""Spetson Park"", ""2014-01-07 03:35:10"", ""2014-01-07 06:37:01"", ""03:01:51"")', '(""Spetson Park"", ""2014-01-07 06:37:01"", ""2014-01-07 06:42:01"", ""00:05:00"")']"
Felix Resumir,Ingrid Barranco,3,"['(""Albert\'s Fine Clothing"", ""2014-01-14 12:32:27"", ""2014-01-14 13:26:01"", ""00:53:34"")', '(""Roberts and Sons"", ""2014-01-15 12:27:26"", ""2014-01-15 13:31:01"", ""01:03:35"")', '(""Brew\'ve Been Served"", ""2014-01-17 12:37:42"", ""2014-01-17 13:22:01"", ""00:44:19"")']"
Inga Ferro,Ingrid Barranco,5,"['(""Albert\'s Fine Clothing"", ""2014-01-16 19:43:13"", ""2014-01-16 20:26:01"", ""00:42:48"")', '(""Roberts and Sons"", ""2014-01-07 12:27:57"", ""2014-01-07 13:39:01"", ""01:11:04"")', '(""Roberts and Sons"", ""2014-01-13 12:42:02"", ""2014-01-13 13:38:01"", ""00:55:59"")', '(""Katerina\'s Café"", ""2014-01-16 12:21:23"", ""2014-01-16 12:26:01"", ""00:04:38"")', '(""Katerina\'s Café"", ""2014-01-18 13:13:42"", ""2014-01-18 14:04:01"", ""00:50:19"")']"
Elsa Orilla,Isak Baza,7,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:25:27"", ""2014-01-15 13:28:01"", ""01:02:34"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:28:01"", ""01:03:34"")', '(""General Grocer"", ""2014-01-09 12:08:16"", ""2014-01-09 13:28:01"", ""01:19:45"")', '(""White Building"", ""2014-01-10 19:02:25"", ""2014-01-10 19:12:01"", ""00:09:36"")', '(""White Building"", ""2014-01-10 19:12:54"", ""2014-01-10 22:43:01"", ""03:30:07"")', '(""White Building"", ""2014-01-10 22:43:53"", ""2014-01-10 23:00:01"", ""00:16:08"")', '(""White Building"", ""2014-01-10 23:00:01"", ""2014-01-10 23:21:01"", ""00:21:00"")']"
Gustav Cazar,Isak Baza,5,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:26:27"", ""2014-01-15 13:28:01"", ""01:01:34"")', '(""Ouzeri Elian"", ""2014-01-16 18:59:59"", ""2014-01-16 20:26:01"", ""01:26:02"")', '(""Roberts and Sons"", ""2014-01-07 12:26:26"", ""2014-01-07 13:31:01"", ""01:04:35"")', '(""White Building"", ""2014-01-10 19:12:00"", ""2014-01-10 23:21:01"", ""04:09:01"")', '(""Katerina\'s Café"", ""2014-01-08 12:27:23"", ""2014-01-08 13:33:01"", ""01:05:38"")']"
Ada Campo-Corrente,Isak Baza,4,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:06:27"", ""2014-01-15 13:17:01"", ""01:10:34"")', '(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:24:47"", ""01:00:20"")', '(""Ouzeri Elian"", ""2014-01-15 19:41:09"", ""2014-01-15 20:13:01"", ""00:31:52"")', '(""Katerina\'s Café"", ""2014-01-06 12:03:23"", ""2014-01-06 13:00:01"", ""00:56:38"")']"
Isak Baza,Stenig Fusil,1,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:14:27"", ""2014-01-15 13:28:01"", ""01:13:34"")']"
Hennie Osvaldo,Isak Baza,4,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:34:48"", ""2014-01-15 13:28:01"", ""00:53:13"")', '(""General Grocer"", ""2014-01-09 12:30:34"", ""2014-01-09 13:28:01"", ""00:57:27"")', '(""Katerina\'s Café"", ""2014-01-08 12:16:23"", ""2014-01-08 12:22:01"", ""00:05:38"")', '(""Katerina\'s Café"", ""2014-01-13 12:20:23"", ""2014-01-13 13:37:01"", ""01:16:38"")']"
Isak Baza,Minke Mies,3,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:33:03"", ""2014-01-15 13:28:01"", ""00:54:58"")', '(""Roberts and Sons"", ""2014-01-10 12:22:38"", ""2014-01-10 13:34:01"", ""01:11:23"")', '(""Jack\'s Magic Beans"", ""2014-01-08 23:53:01"", ""2014-01-09 03:30:01"", ""03:37:00"")']"
Brand Tempestad,Isak Baza,3,"['(""Albert\'s Fine Clothing"", ""2014-01-15 12:01:27"", ""2014-01-15 13:20:01"", ""01:18:34"")', '(""Roberts and Sons"", ""2014-01-07 12:25:17"", ""2014-01-07 13:31:01"", ""01:05:44"")', '(""White Building"", ""2014-01-10 19:30:02"", ""2014-01-10 23:21:01"", ""03:50:59"")']"
Isak Baza,Linnea Bergen,2,"['(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:28:01"", ""01:03:34"")', '(""White Building"", ""2014-01-10 19:02:25"", ""2014-01-10 22:20:01"", ""03:17:36"")']"
Axel Calzas,Isak Baza,2,"['(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:28:01"", ""01:03:34"")', '(""White Building"", ""2014-01-10 19:02:25"", ""2014-01-10 23:21:01"", ""04:18:36"")']"
Isak Baza,Isia Vann,1,"['(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:28:01"", ""01:03:34"")']"
Birgitta Frente,Isak Baza,3,"['(""Albert\'s Fine Clothing"", ""2014-01-16 12:41:27"", ""2014-01-16 13:28:01"", ""00:46:34"")', '(""White Building"", ""2014-01-10 19:12:30"", ""2014-01-10 22:29:01"", ""03:16:31"")', '(""Katerina\'s Café"", ""2014-01-06 12:37:23"", ""2014-01-06 13:48:01"", ""01:10:38"")']"
Isak Baza,Marin Onda,4,"['(""Albert\'s Fine Clothing"", ""2014-01-16 12:24:27"", ""2014-01-16 13:28:01"", ""01:03:34"")', '(""Roberts and Sons"", ""2014-01-10 12:04:17"", ""2014-01-10 13:34:01"", ""01:29:44"")', '(""White Building"", ""2014-01-10 20:10:02"", ""2014-01-10 23:21:01"", ""03:10:59"")', '(""Katerina\'s Café"", ""2014-01-08 12:16:23"", ""2014-01-08 13:33:01"", ""01:16:38"")']"
