Person 1,Person 2,Meeting Times,Meeting Information
Linnea Bergen,Varja Lagos,1,"[(""Guy's Gyros"", '2014-01-06 17:30:01', '2014-01-06 17:34:42')]"
Loreto Bodrogi,Adra Nubarron,2,"[(""Katerina's Café"", '2014-01-10 07:23:01', '2014-01-10 07:25:23'), (""Katerina's Café"", '2014-01-13 07:31:01', '2014-01-13 07:32:23')]"
Loreto Bodrogi,Axel Calzas,1,"[('Roberts and Sons', '2014-01-13 12:18:01', '2014-01-13 12:21:29')]"
Loreto Bodrogi,Birgitta Frente,1,"[('General Grocer', '2014-01-11 12:47:01', '2014-01-11 12:48:54')]"
Loreto Bodrogi,Brand Tempestad,3,"[(""Katerina's Café"", '2014-01-16 07:34:01', '2014-01-16 07:36:36'), ('Roberts and Sons', '2014-01-13 12:10:01', '2014-01-13 12:10:17'), (""Brew've Been Served"", '2014-01-15 19:08:01', '2014-01-15 19:09:05')]"
Loreto Bodrogi,Edvard Vann,2,"[(""Katerina's Café"", '2014-01-10 07:23:01', '2014-01-10 07:25:36'), ('Kronos Capital', '2014-01-18 13:11:01', '2014-01-18 13:14:04')]"
Loreto Bodrogi,Felix Balas,1,"[('Roberts and Sons', '2014-01-13 12:10:01', '2014-01-13 12:17:17')]"
Loreto Bodrogi,Felix Resumir,4,"[(""Katerina's Café"", '2014-01-06 07:46:01', '2014-01-06 07:46:23'), (""Katerina's Café"", '2014-01-16 07:35:01', '2014-01-16 07:36:36'), ('Roberts and Sons', '2014-01-18 12:54:01', '2014-01-18 13:01:45'), (""Brew've Been Served"", '2014-01-17 12:34:01', '2014-01-17 12:36:51')]"
Loreto Bodrogi,Hennie Osvaldo,2,"[(""Katerina's Café"", '2014-01-10 07:24:01', '2014-01-10 07:25:36'), ('Ouzeri Elian', '2014-01-10 12:12:01', '2014-01-10 12:12:05')]"
Loreto Bodrogi,Hideki Cocinaro,1,"[(""Brew've Been Served"", '2014-01-12 18:29:01', '2014-01-12 18:30:05')]"
Loreto Bodrogi,Inga Ferro,7,"[(""Katerina's Café"", '2014-01-08 07:18:01', '2014-01-08 07:19:36'), (""Katerina's Café"", '2014-01-14 07:33:01', '2014-01-14 07:33:36'), ('General Grocer', '2014-01-15 12:12:01', '2014-01-15 12:17:21'), ('Bean There Done That', '2014-01-17 11:07:01', '2014-01-17 11:15:32'), (""Frydos Autosupply n' More"", '2014-01-07 17:29:01', '2014-01-07 17:30:46'), (""Frydos Autosupply n' More"", '2014-01-10 17:28:01', '2014-01-10 17:29:46'), (""Frydos Autosupply n' More"", '2014-01-10 20:31:01', '2014-01-10 20:31:13')]"
Loreto Bodrogi,Ingrid Barranco,3,"[(""Albert's Fine Clothing"", '2014-01-14 12:10:01', '2014-01-14 12:14:20'), ('Roberts and Sons', '2014-01-13 12:20:01', '2014-01-13 12:21:29'), (""Brew've Been Served"", '2014-01-17 12:22:01', '2014-01-17 12:22:42')]"
Loreto Bodrogi,Isak Baza,1,"[(""Katerina's Café"", '2014-01-06 12:01:01', '2014-01-06 12:03:23')]"
Loreto Bodrogi,Isia Vann,6,"[('Coffee Snack', '2014-01-07 07:30:01', '2014-01-07 07:30:44'), (""Katerina's Café"", '2014-01-13 07:33:01', '2014-01-13 07:33:36'), ('Spetson Park', '2014-01-07 03:25:01', '2014-01-07 03:25:01'), (""Frydos Autosupply n' More"", '2014-01-09 17:33:01', '2014-01-09 17:33:46'), (""Frydos Autosupply n' More"", '2014-01-10 17:29:01', '2014-01-10 17:29:46'), (""Frydos Autosupply n' More"", '2014-01-18 20:15:01', '2014-01-18 20:15:45')]"
Loreto Bodrogi,Linnea Bergen,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:12:01', '2014-01-14 12:14:20')]"
Loreto Bodrogi,Lucas Alcazar,2,"[(""Katerina's Café"", '2014-01-18 18:32:01', '2014-01-18 18:33:45'), (""Albert's Fine Clothing"", '2014-01-14 12:10:01', '2014-01-14 12:14:20')]"
Loreto Bodrogi,Minke Mies,3,"[(""Katerina's Café"", '2014-01-13 07:32:01', '2014-01-13 07:33:36'), (""Katerina's Café"", '2014-01-15 07:43:01', '2014-01-15 07:45:36'), ('Bean There Done That', '2014-01-08 11:20:01', '2014-01-08 11:29:32')]"
Loreto Bodrogi,Nils Calixto,2,"[('Ouzeri Elian', '2014-01-13 18:45:01', '2014-01-13 18:47:13'), ('Roberts and Sons', '2014-01-18 12:51:01', '2014-01-18 12:55:05')]"
Loreto Bodrogi,Stenig Fusil,2,"[(""Katerina's Café"", '2014-01-08 07:18:01', '2014-01-08 07:20:36'), ('Roberts and Sons', '2014-01-13 12:10:01', '2014-01-13 12:15:17')]"
Loreto Bodrogi,Sven Flecha,2,"[(""Katerina's Café"", '2014-01-14 07:31:01', '2014-01-14 07:33:36'), (""Brew've Been Served"", '2014-01-09 19:25:01', '2014-01-09 19:26:18')]"
Loreto Bodrogi,Varja Lagos,4,"[(""Katerina's Café"", '2014-01-10 07:23:01', '2014-01-10 07:23:23'), (""Katerina's Café"", '2014-01-14 07:32:01', '2014-01-14 07:33:36'), (""Katerina's Café"", '2014-01-17 07:53:01', '2014-01-17 07:55:23'), (""Brew've Been Served"", '2014-01-17 12:22:01', '2014-01-17 12:24:42')]"
Lucas Alcazar,Ada Campo-Corrente,1,"[('Roberts and Sons', '2014-01-17 12:12:01', '2014-01-17 12:13:26')]"
Lucas Alcazar,Adra Nubarron,1,"[('General Grocer', '2014-01-08 12:13:01', '2014-01-08 12:17:16')]"
Lucas Alcazar,Bertrand Ovan,2,"[(""Katerina's Café"", '2014-01-12 18:43:39', '2014-01-12 18:45:40'), (""Katerina's Café"", '2014-01-16 18:46:33', '2014-01-16 18:47:40')]"
Lucas Alcazar,Birgitta Frente,2,"[('White Building', '2014-01-10 19:03:01', '2014-01-10 19:12:30'), ('Hallowed Grounds', '2014-01-16 07:27:01', '2014-01-16 07:27:46')]"
Lucas Alcazar,Elsa Orilla,1,"[('White Building', '2014-01-10 19:12:01', '2014-01-10 19:12:50')]"
Lucas Alcazar,Felix Balas,1,"[('White Building', '2014-01-10 19:03:01', '2014-01-10 19:03:45')]"
Lucas Alcazar,Felix Resumir,1,"[('Roberts and Sons', '2014-01-15 12:23:01', '2014-01-15 12:27:26')]"
Lucas Alcazar,Gustav Cazar,1,"[('White Building', '2014-01-10 19:11:01', '2014-01-10 19:12:00')]"
Lucas Alcazar,Hennie Osvaldo,5,"[(""Katerina's Café"", '2014-01-07 19:05:01', '2014-01-07 19:05:40'), (""Katerina's Café"", '2014-01-12 18:46:01', '2014-01-12 18:47:40'), (""Katerina's Café"", '2014-01-16 18:43:01', '2014-01-16 18:46:05'), (""Katerina's Café"", '2014-01-17 19:16:01', '2014-01-17 19:17:05'), ('Hallowed Grounds', '2014-01-09 07:43:01', '2014-01-09 07:44:14')]"
Lucas Alcazar,Hideki Cocinaro,4,"[('Hallowed Grounds', '2014-01-07 07:14:01', '2014-01-07 07:14:16'), ('Hallowed Grounds', '2014-01-14 07:15:01', '2014-01-14 07:16:14'), ('Hallowed Grounds', '2014-01-15 07:11:01', '2014-01-15 07:11:14'), ('Hallowed Grounds', '2014-01-16 07:27:01', '2014-01-16 07:28:14')]"
Lucas Alcazar,Ingrid Barranco,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:09:01', '2014-01-14 12:14:27')]"
Lucas Alcazar,Isak Baza,1,"[('White Building', '2014-01-10 19:00:01', '2014-01-10 19:02:25')]"
Lucas Alcazar,Kanon Herrero,2,"[(""Albert's Fine Clothing"", '2014-01-12 13:01:01', '2014-01-12 13:03:59'), ('White Building', '2014-01-10 19:00:01', '2014-01-10 19:04:01')]"
Lucas Alcazar,Kare Orilla,3,"[('General Grocer', '2014-01-06 12:18:01', '2014-01-06 12:23:16'), ('Roberts and Sons', '2014-01-15 12:23:01', '2014-01-15 12:23:17'), ('Hallowed Grounds', '2014-01-06 07:36:01', '2014-01-06 07:36:26')]"
Lucas Alcazar,Lidelse Dedos,2,"[(""Katerina's Café"", '2014-01-11 18:53:01', '2014-01-11 18:54:05'), (""Katerina's Café"", '2014-01-13 12:25:01', '2014-01-13 12:28:23')]"
Lucas Alcazar,Linnea Bergen,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:12:01', '2014-01-14 12:14:27')]"
Lucas Alcazar,Loreto Bodrogi,2,"[(""Katerina's Café"", '2014-01-18 18:32:01', '2014-01-18 18:33:45'), (""Albert's Fine Clothing"", '2014-01-14 12:10:01', '2014-01-14 12:14:20')]"
Lucas Alcazar,Marin Onda,2,"[('Hallowed Grounds', '2014-01-13 07:16:01', '2014-01-13 07:17:14'), ('Hallowed Grounds', '2014-01-17 07:02:01', '2014-01-17 07:02:14')]"
Lucas Alcazar,Minke Mies,1,"[(""Katerina's Café"", '2014-01-07 12:31:01', '2014-01-07 12:32:06')]"
Lucas Alcazar,Nils Calixto,1,"[('White Building', '2014-01-10 19:10:01', '2014-01-10 19:12:50')]"
Lucas Alcazar,Vira Frente,1,"[('White Building', '2014-01-10 19:07:01', '2014-01-10 19:08:14')]"
Marin Onda,Ada Campo-Corrente,1,"[(""Albert's Fine Clothing"", '2014-01-16 12:04:01', '2014-01-16 12:07:27')]"
Marin Onda,Adra Nubarron,1,"[('Roberts and Sons', '2014-01-10 12:02:01', '2014-01-10 12:04:17')]"
Marin Onda,Axel Calzas,3,"[(""Albert's Fine Clothing"", '2014-01-09 12:10:01', '2014-01-09 12:10:27'), (""Albert's Fine Clothing"", '2014-01-16 11:58:01', '2014-01-16 12:07:27'), ('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:23:26')]"
Marin Onda,Bertrand Ovan,1,"[('Ouzeri Elian', '2014-01-12 13:32:01', '2014-01-12 13:32:52')]"
Marin Onda,Birgitta Frente,1,"[('Hallowed Grounds', '2014-01-16 07:24:01', '2014-01-16 07:26:40')]"
Marin Onda,Edvard Vann,1,"[(""Katerina's Café"", '2014-01-19 12:32:01', '2014-01-19 12:35:04')]"
Marin Onda,Elsa Orilla,1,"[(""Katerina's Café"", '2014-01-11 18:14:01', '2014-01-11 18:20:04')]"
Marin Onda,Felix Balas,1,"[('General Grocer', '2014-01-17 12:15:01', '2014-01-17 12:21:16')]"
Marin Onda,Felix Resumir,1,"[('Roberts and Sons', '2014-01-11 12:52:01', '2014-01-11 12:56:32')]"
Marin Onda,Gustav Cazar,1,"[('Ouzeri Elian', '2014-01-13 12:13:01', '2014-01-13 12:14:05')]"
Marin Onda,Hennie Osvaldo,3,"[(""Katerina's Café"", '2014-01-13 19:28:01', '2014-01-13 19:29:04'), ('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:20:17'), ('Hallowed Grounds', '2014-01-13 07:14:01', '2014-01-13 07:14:46')]"
Marin Onda,Hideki Cocinaro,1,"[('Hallowed Grounds', '2014-01-16 07:26:01', '2014-01-16 07:26:40')]"
Marin Onda,Isak Baza,1,"[('Roberts and Sons', '2014-01-10 11:56:01', '2014-01-10 12:00:17')]"
Marin Onda,Isande Borrasca,1,"[('Taxiarchon Park', '2014-01-17 20:10:01', '2014-01-17 20:12:47')]"
Marin Onda,Kanon Herrero,1,"[(""Katerina's Café"", '2014-01-13 19:29:01', '2014-01-13 19:29:04')]"
Marin Onda,Kare Orilla,2,"[('Roberts and Sons', '2014-01-14 12:28:01', '2014-01-14 12:28:17'), ('Taxiarchon Park', '2014-01-10 17:30:01', '2014-01-10 17:34:51')]"
Marin Onda,Lars Azada,1,"[(""Albert's Fine Clothing"", '2014-01-16 11:59:01', '2014-01-16 12:07:27')]"
Marin Onda,Lidelse Dedos,1,"[(""Katerina's Café"", '2014-01-18 18:21:01', '2014-01-18 18:23:04')]"
Marin Onda,Linnea Bergen,3,"[(""Katerina's Café"", '2014-01-07 19:22:01', '2014-01-07 19:22:02'), (""Katerina's Café"", '2014-01-11 18:20:01', '2014-01-11 18:20:04'), (""Albert's Fine Clothing"", '2014-01-16 11:58:01', '2014-01-16 12:02:27')]"
Marin Onda,Lucas Alcazar,2,"[('Hallowed Grounds', '2014-01-13 07:16:01', '2014-01-13 07:17:14'), ('Hallowed Grounds', '2014-01-17 07:02:01', '2014-01-17 07:02:14')]"
Marin Onda,Minke Mies,1,"[('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:25:52')]"
Marin Onda,Nils Calixto,2,"[('General Grocer', '2014-01-07 12:09:01', '2014-01-07 12:09:16'), ('Hallowed Grounds', '2014-01-06 07:20:01', '2014-01-06 07:22:04')]"
Marin Onda,Orhan Strum,3,"[('General Grocer', '2014-01-17 12:15:01', '2014-01-17 12:16:16'), ('Taxiarchon Park', '2014-01-08 17:48:01', '2014-01-08 17:53:34'), ('Taxiarchon Park', '2014-01-09 21:24:01', '2014-01-09 21:26:02')]"
Marin Onda,Stenig Fusil,1,"[('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:25:17')]"
Marin Onda,Vira Frente,1,"[(""Katerina's Café"", '2014-01-08 12:09:01', '2014-01-08 12:11:23')]"
Marin Onda,nan nan,1,"[(""Katerina's Café"", '2014-01-15 12:00:01', '2014-01-15 12:01:42')]"
Minke Mies,Adra Nubarron,2,"[(""Katerina's Café"", '2014-01-13 07:32:01', '2014-01-13 07:32:23'), (""Guy's Gyros"", '2014-01-09 17:40:01', '2014-01-09 17:40:16')]"
Minke Mies,Axel Calzas,2,"[('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:23:26'), (""Brew've Been Served"", '2014-01-09 19:06:01', '2014-01-09 19:06:23')]"
Minke Mies,Bertrand Ovan,1,"[(""Guy's Gyros"", '2014-01-15 17:37:58', '2014-01-15 17:39:38')]"
Minke Mies,Birgitta Frente,6,"[(""Guy's Gyros"", '2014-01-06 21:05:01', '2014-01-06 21:08:05'), (""Guy's Gyros"", '2014-01-14 17:46:01', '2014-01-14 17:51:38'), (""Guy's Gyros"", '2014-01-15 17:37:01', '2014-01-15 17:39:38'), (""Guy's Gyros"", '2014-01-16 20:35:01', '2014-01-16 20:37:19'), (""Guy's Gyros"", '2014-01-17 17:45:01', '2014-01-17 17:47:38'), (""Guy's Gyros"", '2014-01-19 20:36:01', '2014-01-19 20:38:03')]"
Minke Mies,Brand Tempestad,2,"[(""Guy's Gyros"", '2014-01-09 17:40:01', '2014-01-09 17:44:38'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:38')]"
Minke Mies,Elsa Orilla,1,"[(""Albert's Fine Clothing"", '2014-01-15 12:24:01', '2014-01-15 12:25:27')]"
Minke Mies,Felix Resumir,5,"[(""Katerina's Café"", '2014-01-06 07:44:01', '2014-01-06 07:44:53'), (""Katerina's Café"", '2014-01-09 07:46:01', '2014-01-09 07:46:53'), (""Katerina's Café"", '2014-01-15 07:46:01', '2014-01-15 07:47:53'), (""Guy's Gyros"", '2014-01-08 17:44:01', '2014-01-08 17:45:16'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:16')]"
Minke Mies,Gustav Cazar,1,"[(""Albert's Fine Clothing"", '2014-01-15 12:24:01', '2014-01-15 12:26:27')]"
Minke Mies,Hennie Osvaldo,9,"[(""Albert's Fine Clothing"", '2014-01-15 12:25:01', '2014-01-15 12:33:03'), ('Roberts and Sons', '2014-01-06 12:24:01', '2014-01-06 12:31:17'), ('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:20:17'), (""Guy's Gyros"", '2014-01-06 17:43:01', '2014-01-06 17:44:38'), (""Guy's Gyros"", '2014-01-09 17:42:01', '2014-01-09 17:45:38'), (""Guy's Gyros"", '2014-01-15 17:34:01', '2014-01-15 17:35:39'), (""Guy's Gyros"", '2014-01-16 17:47:01', '2014-01-16 17:50:39'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:39'), (""Frank's Fuel"", '2014-01-16 11:15:01', '2014-01-16 11:22:02')]"
Minke Mies,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-06 12:28:01', '2014-01-06 12:32:26')]"
Minke Mies,Inga Ferro,3,"[(""Katerina's Café"", '2014-01-09 07:46:01', '2014-01-09 07:46:53'), (""Katerina's Café"", '2014-01-16 08:01:01', '2014-01-16 08:01:53'), ('Roberts and Sons', '2014-01-10 12:20:01', '2014-01-10 12:22:38')]"
Minke Mies,Ingrid Barranco,1,"[(""Albert's Fine Clothing"", '2014-01-11 12:58:01', '2014-01-11 13:01:13')]"
Minke Mies,Isia Vann,3,"[(""Katerina's Café"", '2014-01-13 07:33:01', '2014-01-13 07:35:36'), (""Katerina's Café"", '2014-01-18 18:39:01', '2014-01-18 18:40:45'), ('Roberts and Sons', '2014-01-16 19:18:01', '2014-01-16 19:18:39')]"
Minke Mies,Kanon Herrero,4,"[(""Guy's Gyros"", '2014-01-06 17:39:01', '2014-01-06 17:43:42'), (""Guy's Gyros"", '2014-01-16 17:47:01', '2014-01-16 17:47:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), ('Coffee Cameleon', '2014-01-17 07:20:01', '2014-01-17 07:22:25')]"
Minke Mies,Lidelse Dedos,6,"[('Roberts and Sons', '2014-01-10 12:20:01', '2014-01-10 12:22:38'), (""Guy's Gyros"", '2014-01-08 17:44:01', '2014-01-08 17:48:39'), (""Guy's Gyros"", '2014-01-10 17:52:01', '2014-01-10 17:54:39'), (""Guy's Gyros"", '2014-01-14 17:46:01', '2014-01-14 17:46:39'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), (""Guy's Gyros"", '2014-01-18 19:38:01', '2014-01-18 19:40:05')]"
Minke Mies,Linnea Bergen,2,"[(""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), (""Brew've Been Served"", '2014-01-09 19:05:01', '2014-01-09 19:06:23')]"
Minke Mies,Loreto Bodrogi,3,"[(""Katerina's Café"", '2014-01-13 07:32:01', '2014-01-13 07:33:36'), (""Katerina's Café"", '2014-01-15 07:43:01', '2014-01-15 07:45:36'), ('Bean There Done That', '2014-01-08 11:20:01', '2014-01-08 11:29:32')]"
Minke Mies,Lucas Alcazar,1,"[(""Katerina's Café"", '2014-01-07 12:31:01', '2014-01-07 12:32:06')]"
Minke Mies,Marin Onda,1,"[('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:25:52')]"
Minke Mies,Stenig Fusil,2,"[('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:25:17'), ('Coffee Cameleon', '2014-01-17 07:18:01', '2014-01-17 07:22:25')]"
Minke Mies,Sven Flecha,1,"[(""Brew've Been Served"", '2014-01-08 12:14:01', '2014-01-08 12:17:42')]"
Minke Mies,Varja Lagos,6,"[(""Katerina's Café"", '2014-01-06 07:43:01', '2014-01-06 07:44:53'), (""Katerina's Café"", '2014-01-09 07:42:01', '2014-01-09 07:43:23'), ('Roberts and Sons', '2014-01-06 12:24:01', '2014-01-06 12:28:26'), ('Roberts and Sons', '2014-01-10 12:20:01', '2014-01-10 12:22:38'), (""Brew've Been Served"", '2014-01-08 18:42:01', '2014-01-08 18:42:23'), (""Brew've Been Served"", '2014-01-17 18:55:01', '2014-01-17 18:55:23')]"
Nils Calixto,Ada Campo-Corrente,2,"[('General Grocer', '2014-01-07 12:10:01', '2014-01-07 12:15:16'), ('Roberts and Sons', '2014-01-14 12:07:01', '2014-01-14 12:11:26')]"
Nils Calixto,Axel Calzas,2,"[('Roberts and Sons', '2014-01-14 12:15:01', '2014-01-14 12:15:26'), ('Roberts and Sons', '2014-01-18 12:48:01', '2014-01-18 12:48:37')]"
Nils Calixto,Birgitta Frente,2,"[(""Albert's Fine Clothing"", '2014-01-13 12:15:01', '2014-01-13 12:21:27'), ('White Building', '2014-01-10 19:10:01', '2014-01-10 19:12:30')]"
Nils Calixto,Edvard Vann,2,"[(""Albert's Fine Clothing"", '2014-01-06 12:17:01', '2014-01-06 12:23:27'), (""Albert's Fine Clothing"", '2014-01-08 12:08:01', '2014-01-08 12:17:27')]"
Nils Calixto,Elsa Orilla,1,"[('White Building', '2014-01-10 19:12:01', '2014-01-10 19:12:54')]"
Nils Calixto,Felix Balas,1,"[(""Albert's Fine Clothing"", '2014-01-08 12:13:01', '2014-01-08 12:17:27')]"
Nils Calixto,Felix Resumir,1,"[('Roberts and Sons', '2014-01-18 12:54:01', '2014-01-18 12:55:05')]"
Nils Calixto,Gustav Cazar,5,"[(""Albert's Fine Clothing"", '2014-01-06 12:17:01', '2014-01-06 12:17:27'), ('Ouzeri Elian', '2014-01-10 12:21:01', '2014-01-10 12:22:05'), ('Ouzeri Elian', '2014-01-16 18:54:01', '2014-01-16 18:58:52'), ('White Building', '2014-01-10 19:11:01', '2014-01-10 19:12:00'), ('Hallowed Grounds', '2014-01-18 15:58:01', '2014-01-18 15:59:59')]"
Nils Calixto,Hennie Osvaldo,3,"[('General Grocer', '2014-01-07 12:11:01', '2014-01-07 12:15:16'), ('Roberts and Sons', '2014-01-14 12:12:01', '2014-01-14 12:15:26'), ('Hallowed Grounds', '2014-01-16 07:48:01', '2014-01-16 07:50:04')]"
Nils Calixto,Inga Ferro,1,"[(""Brew've Been Served"", '2014-01-16 12:26:01', '2014-01-16 12:26:42')]"
Nils Calixto,Kare Orilla,1,"[('Hallowed Grounds', '2014-01-07 07:22:01', '2014-01-07 07:22:04')]"
Nils Calixto,Lidelse Dedos,1,"[('General Grocer', '2014-01-07 12:12:01', '2014-01-07 12:15:16')]"
Nils Calixto,Linnea Bergen,2,"[(""Albert's Fine Clothing"", '2014-01-08 12:10:01', '2014-01-08 12:17:27'), ('Ouzeri Elian', '2014-01-15 12:07:01', '2014-01-15 12:07:05')]"
Nils Calixto,Loreto Bodrogi,2,"[('Ouzeri Elian', '2014-01-13 18:45:01', '2014-01-13 18:47:13'), ('Roberts and Sons', '2014-01-18 12:51:01', '2014-01-18 12:55:05')]"
Nils Calixto,Lucas Alcazar,1,"[('White Building', '2014-01-10 19:10:01', '2014-01-10 19:12:50')]"
Nils Calixto,Marin Onda,2,"[('General Grocer', '2014-01-07 12:09:01', '2014-01-07 12:09:16'), ('Hallowed Grounds', '2014-01-06 07:20:01', '2014-01-06 07:22:04')]"
Nils Calixto,Orhan Strum,2,"[(""Albert's Fine Clothing"", '2014-01-06 12:17:01', '2014-01-06 12:21:27'), ('Roberts and Sons', '2014-01-18 12:48:01', '2014-01-18 12:49:37')]"
Nils Calixto,Sven Flecha,1,"[(""Albert's Fine Clothing"", '2014-01-13 12:17:01', '2014-01-13 12:24:27')]"
Nils Calixto,Varja Lagos,2,"[('Roberts and Sons', '2014-01-09 12:14:01', '2014-01-09 12:17:17'), ('Kronos Mart', '2014-01-18 13:36:01', '2014-01-18 13:36:43')]"
Orhan Strum,Ada Campo-Corrente,3,"[(""Albert's Fine Clothing"", '2014-01-09 19:43:01', '2014-01-09 19:44:02'), (""Albert's Fine Clothing"", '2014-01-13 19:32:01', '2014-01-13 19:32:45'), ('Desafio Golf Course', '2014-01-19 12:35:01', '2014-01-19 12:36:04')]"
Orhan Strum,Axel Calzas,1,"[('Roberts and Sons', '2014-01-18 12:44:01', '2014-01-18 12:48:37')]"
Orhan Strum,Edvard Vann,2,"[(""Katerina's Café"", '2014-01-14 11:55:01', '2014-01-14 11:55:23'), (""Albert's Fine Clothing"", '2014-01-06 12:14:01', '2014-01-06 12:21:27')]"
Orhan Strum,Elsa Orilla,2,"[(""Albert's Fine Clothing"", '2014-01-16 12:18:01', '2014-01-16 12:20:27'), ('Roberts and Sons', '2014-01-18 12:43:01', '2014-01-18 12:44:40')]"
Orhan Strum,Felix Balas,3,"[(""Albert's Fine Clothing"", '2014-01-11 18:08:01', '2014-01-11 18:09:03'), ('General Grocer', '2014-01-17 12:15:01', '2014-01-17 12:16:16'), ('Roberts and Sons', '2014-01-15 12:02:01', '2014-01-15 12:02:17')]"
Orhan Strum,Gustav Cazar,1,"[(""Albert's Fine Clothing"", '2014-01-06 12:12:01', '2014-01-06 12:17:27')]"
Orhan Strum,Inga Ferro,1,"[('General Grocer', '2014-01-17 12:10:01', '2014-01-17 12:10:34')]"
Orhan Strum,Ingrid Barranco,2,"[(""Albert's Fine Clothing"", '2014-01-07 19:33:01', '2014-01-07 19:33:13'), ('Desafio Golf Course', '2014-01-19 12:31:01', '2014-01-19 12:36:04')]"
Orhan Strum,Isak Baza,2,"[(""Albert's Fine Clothing"", '2014-01-16 12:18:01', '2014-01-16 12:24:27'), (""Jack's Magic Beans"", '2014-01-09 07:12:01', '2014-01-09 07:12:24')]"
Orhan Strum,Isia Vann,2,"[(""Katerina's Café"", '2014-01-14 11:57:01', '2014-01-14 11:58:23'), (""Albert's Fine Clothing"", '2014-01-16 12:18:01', '2014-01-16 12:24:27')]"
Orhan Strum,Kare Orilla,1,"[('Taxiarchon Park', '2014-01-07 20:55:01', '2014-01-07 20:57:21')]"
Orhan Strum,Lars Azada,1,"[('General Grocer', '2014-01-13 11:58:01', '2014-01-13 12:04:16')]"
Orhan Strum,Lidelse Dedos,1,"[('Roberts and Sons', '2014-01-15 12:03:01', '2014-01-15 12:10:26')]"
Orhan Strum,Linnea Bergen,1,"[(""Brew've Been Served"", '2014-01-10 12:11:01', '2014-01-10 12:13:42')]"
Orhan Strum,Marin Onda,3,"[('General Grocer', '2014-01-17 12:15:01', '2014-01-17 12:16:16'), ('Taxiarchon Park', '2014-01-08 17:48:01', '2014-01-08 17:53:34'), ('Taxiarchon Park', '2014-01-09 21:24:01', '2014-01-09 21:26:02')]"
Orhan Strum,Nils Calixto,2,"[(""Albert's Fine Clothing"", '2014-01-06 12:17:01', '2014-01-06 12:21:27'), ('Roberts and Sons', '2014-01-18 12:48:01', '2014-01-18 12:49:37')]"
Orhan Strum,Vira Frente,1,"[(""Albert's Fine Clothing"", '2014-01-19 18:34:01', '2014-01-19 18:34:41')]"
Orhan Strum,nan nan,1,"[(""Katerina's Café"", '2014-01-14 11:55:57', '2014-01-14 11:58:23')]"
Sten Sanjorge Jr.,Ada Campo-Corrente,1,"[('Roberts and Sons', '2014-01-17 12:15:01', '2014-01-17 12:20:17')]"
Sten Sanjorge Jr.,Kanon Herrero,1,"[('Roberts and Sons', '2014-01-17 12:21:01', '2014-01-17 12:23:17')]"
Sten Sanjorge Jr.,Kare Orilla,1,"[('Hallowed Grounds', '2014-01-17 07:33:01', '2014-01-17 07:35:26')]"
Sten Sanjorge Jr.,Lidelse Dedos,1,"[('Hallowed Grounds', '2014-01-17 07:31:01', '2014-01-17 07:31:46')]"
Stenig Fusil,Ada Campo-Corrente,1,"[(""Albert's Fine Clothing"", '2014-01-15 12:05:01', '2014-01-15 12:06:27')]"
Stenig Fusil,Axel Calzas,1,"[('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:23:26')]"
Stenig Fusil,Birgitta Frente,1,"[(""Albert's Fine Clothing"", '2014-01-17 12:13:01', '2014-01-17 12:14:27')]"
Stenig Fusil,Brand Tempestad,4,"[(""Katerina's Café"", '2014-01-13 07:16:01', '2014-01-13 07:19:53'), (""Katerina's Café"", '2014-01-15 07:21:01', '2014-01-15 07:24:53'), ('Roberts and Sons', '2014-01-13 12:07:01', '2014-01-13 12:10:17'), (""Brew've Been Served"", '2014-01-16 18:50:01', '2014-01-16 18:50:23')]"
